MÃ,TÊN CÔNG TY,NGÀNH,NĂM,ROA,ROE,LỢI NHUẬN BIÊN,NỢ / VỐN CHỦ SỞ HỮU,NỢ / TỔNG TÀI SẢN,EBIT/TỔNG TÀI SẢN,CURRENT RATIO,CASH RATIO,EQUITY / TỔNG TÀI SẢN,TỶ LỆ VỐN CHỦ SỞ HỮU,VÒNG QUAY TỔNG TÀI SẢN,VÒNG QUAY PHẢI THU,KHẢ NĂNG THANH TOÁN LÃI VAY,DÒNG TIỀN / DOANH THU,TĂNG TRƯỞNG LNST,TĂNG TRƯỞNG DOANH THU,TĂNG TRƯỞNG TÀI SẢN,cluster_kmeans,Credit_Rating,financial_health
ASP,Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",2022,0.006508165,0.027911082,0.093552273,3.288625676,0.766825068,-0.003960953,0.796970936,0.089163907,0.233174932,0.233174932,1.941005393,5.477127177,-0.249633188,-0.043907038,-0.460013112,0.203645553,0.036970115,1,B,Yếu
ASP,Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",2023,-0.037062532,-0.146909135,0.105267357,3.870466216,0.828154914,-0.037557211,0.794882197,0.131095329,0.171845086,0.171845086,1.638613271,4.180576786,-2.159476647,0.031561159,-7.15182247,-0.088037511,0.080257399,1,B,Yếu
ASP,Dầu khí An Pha,"Điện, nước & xăng dầu khí đốt",2024,0.00241789,0.012692579,0.097976563,3.870466216,0.809503679,0.010746464,0.661178399,0.152005226,0.190496321,0.190496321,2.082183352,6.379837777,0.677871652,0.043239555,-1.045598348,-0.111842041,-0.301047423,1,B,Yếu
AST,Dịch vụ Hàng không Taseco,Bán lẻ,2021,-0.083585052,-0.146909135,0.278861245,0.218386764,0.179242561,-0.072741329,3.223799857,0.099647955,0.820757439,0.820757439,0.306570533,1.841184381,-49.43654603,-0.54718495,1.492961677,-0.571407744,-0.195908784,2,AA,Khá
AST,Dịch vụ Hàng không Taseco,Bán lẻ,2022,0.058393118,0.074212294,0.529173682,0.270908228,0.213161125,0.06898371,3.029918475,0.63040638,0.786838875,0.786838875,1.042711292,9.149358638,12.80329269,0.161659801,-1.263039693,2.917835941,0.151894165,3,AAA,Tốt
AST,Dịch vụ Hàng không Taseco,Bán lẻ,2023,0.16595773,0.256239959,0.562291079,0.295248377,0.227947305,0.198349219,3.036899738,0.59015209,0.772052695,0.772052695,1.444598776,18.63374537,91.30015949,0.162110321,3.45531472,0.821920486,0.315062075,3,AAA,Tốt
AST,Dịch vụ Hàng không Taseco,Bán lẻ,2024,0.16595773,0.310506734,0.562291079,0.380099098,0.275414351,0.198349219,2.583997336,0.573855278,0.724585649,0.724585649,1.558740189,18.97065958,111.6354454,0.196224129,0.343839117,0.209467424,0.120902106,3,AAA,Tốt
ATS,Tập đoàn Dược phẩm Atesco,Du lịch và Giải trí,2021,0.037753947,0.052620242,0.10568655,0.393767961,0.282520457,0.065109111,1.400795845,0.192236097,0.717479543,0.717479543,0.649531798,2.570295883,36.1585441,0.107236716,15.45085588,0.041810487,0.10804854,2,AA,Khá
ATS,Tập đoàn Dược phẩm Atesco,Du lịch và Giải trí,2022,0.016766606,0.018705864,0.101862837,0.115661928,0.103671126,0.059352825,2.503640759,0.029179783,0.896328874,0.896328874,0.876132407,6.739251565,45.12090207,-0.233207746,-0.637735533,0.100302907,-0.184276578,2,AA,Khá
BAF,Nông nghiệp BAF Việt Nam,Thực phẩm và đồ uống,2021,0.058965823,0.221189797,0.046726463,2.751152544,0.733415267,0.072997296,1.124368949,0.06254522,0.266584733,0.266584733,1.912018391,3.557498145,48.2748219,0.015078358,6.021895804,-0.187710204,0.040301213,0,A,Trung bình
BAF,Nông nghiệp BAF Việt Nam,Thực phẩm và đồ uống,2022,0.0608528,0.165136864,0.074174387,1.713710202,0.631500814,0.08031996,1.161878793,0.066052807,0.368499186,0.368499186,1.497837686,4.714495016,10.45496193,-0.038032048,-0.105696752,-0.321144572,-0.133428091,0,A,Trung bình
BAF,Nông nghiệp BAF Việt Nam,Thực phẩm và đồ uống,2023,0.004641403,0.015891107,0.066027637,2.423772621,0.707924529,0.026707637,1.045477682,0.031605017,0.292075471,0.292075471,0.795692574,4.704503099,1.233700269,-0.080731161,-0.894622689,-0.26606265,0.381587637,1,B,Yếu
BAF,Nông nghiệp BAF Việt Nam,Thực phẩm và đồ uống,2024,0.043376303,0.110146543,0.132888479,1.539325316,0.606194609,0.067240118,1.124898765,0.057914237,0.393805391,0.393805391,0.743808842,10.8650045,2.323984652,-0.057491921,9.679831965,0.068260484,0.142776054,0,A,Trung bình
BBC,Bánh kẹo BIBICA,Thực phẩm và đồ uống,2021,0.013662557,0.02282333,0.29433238,0.670502119,0.401377593,0.016598155,1.11146907,0.389852492,0.598622407,0.598622407,0.6655377,5.243577291,8.244147356,0.462846669,-0.768152372,-0.104535084,0.062494864,4,BBB,Trung bình
BBC,Bánh kẹo BIBICA,Thực phẩm và đồ uống,2022,0.104258005,0.141504918,0.295580308,0.357257109,0.263219921,0.043111368,1.470450875,0.321742914,0.736780079,0.736780079,0.871531848,8.791593825,12.60536591,-0.050231063,7.612243795,0.477915079,0.12859697,3,AAA,Tốt
BBC,Bánh kẹo BIBICA,Thực phẩm và đồ uống,2023,0.04131057,0.068087626,0.333770968,0.648188987,0.393273461,0.053225466,1.379676407,0.203375735,0.606726539,0.606726539,0.639099533,1.931668439,6.43487451,0.058389849,-0.501534276,-0.07749492,0.258008362,4,BBB,Trung bình
BBC,Bánh kẹo BIBICA,Thực phẩm và đồ uống,2024,0.05286501,0.078061723,0.349104766,0.47648644,0.322686453,0.066138967,1.703443215,0.824306677,0.677220642,0.677220642,0.806660942,10.41807019,10.10092478,0.191818141,0.213572837,0.196964409,-0.051671706,2,AA,Khá
BBS,Bao bì Xi măng Bút Sơn,Hàng & Dịch vụ Công nghiệp,2021,0.02587259,0.092353475,0.081825823,2.569548913,0.719852557,0.063809536,0.999694647,0.016110809,0.280147443,0.280147443,1.326406988,2.353931024,2.007225104,0.060520719,0.514730714,0.067515673,0.022991002,1,B,Yếu
BBS,Bao bì Xi măng Bút Sơn,Hàng & Dịch vụ Công nghiệp,2022,0.022743316,0.071648556,0.092611311,2.150312599,0.682571184,0.060054539,1.000624382,0.016776844,0.317428816,0.317428816,1.30540117,2.664376846,1.89120414,0.062023643,-0.234690616,-0.143178523,-0.129391009,1,B,Yếu
BBS,Bao bì Xi măng Bút Sơn,Hàng & Dịch vụ Công nghiệp,2023,0.018900288,0.052779928,0.098116117,1.792546235,0.64190387,0.058598861,1.126017261,0.003320642,0.35809613,0.35809613,1.187953275,2.173503885,1.623412079,0.125021398,-0.275794305,-0.206946158,-0.128540293,1,B,Yếu
BBS,Bao bì Xi măng Bút Sơn,Hàng & Dịch vụ Công nghiệp,2024,0.021236132,0.057370898,0.102480042,1.701570038,0.629844873,0.054099379,1.210318992,0.01364272,0.370155127,0.370155127,1.220411132,2.034770063,2.299892893,0.078750136,0.093353011,-0.00032184,-0.026909119,1,B,Yếu
BCC,Xi măng Bỉm Sơn,Xây dựng và Vật liệu,2021,0.020120289,0.036813144,0.112610801,0.829652799,0.453448217,0.047486261,0.316692222,0.05519752,0.546551783,0.546551783,1.117030669,18.97065958,4.133821685,0.097608424,-0.461884938,0.00726198,-0.060915771,0,A,Trung bình
BCC,Xi măng Bỉm Sơn,Xây dựng và Vật liệu,2022,0.015401778,0.029743458,0.103388134,0.931170417,0.482179309,0.029296358,0.423879067,0.022443939,0.517820691,0.517820691,1.029062647,18.97065958,3.30378888,0.042232251,-0.190519975,-0.025804289,0.057473508,0,A,Trung bình
BCC,Xi măng Bỉm Sơn,Xây dựng và Vật liệu,2023,-0.06386513,-0.130838468,0.035355486,1.048668318,0.511878037,-0.044832856,0.336299294,0.103421993,0.488121963,0.488121963,0.842659788,18.97065958,-3.326258644,0.009305401,-4.699017892,-0.26952737,-0.107941178,1,B,Yếu
BCC,Xi măng Bỉm Sơn,Xây dựng và Vật liệu,2024,-0.002383511,-0.004577599,0.08611646,0.920527533,0.47930973,0.002794363,0.417104265,0.093509109,0.52069027,0.52069027,1.022156679,18.97065958,0.264375424,0.058175807,-0.965172781,0.131958742,-0.066820055,0,A,Trung bình
BCE,XD và GT Bình Dương,Xây dựng và Vật liệu,2021,0.027369725,0.056349719,0.330376629,1.058833938,0.51428817,0.029478227,1.644412732,0.172753918,0.48571183,0.48571183,0.137545181,0.21766946,4.592446415,-0.01087791,-0.330642607,-0.736844089,-0.137723551,4,BBB,Trung bình
BCE,XD và GT Bình Dương,Xây dựng và Vật liệu,2022,-0.083585052,-0.146909135,-0.186790707,0.949158144,0.486957996,-0.070275799,1.556005163,0.061751201,0.513042004,0.513042004,0.170518272,0.273253575,-5.11898567,0.309265575,-3.638215524,-0.006144577,-0.19832624,1,B,Yếu
BCE,XD và GT Bình Dương,Xây dựng và Vật liệu,2023,0.001132991,0.002336772,0.307847856,1.062480121,0.515146842,0.019529568,1.469474762,0.101176663,0.484853158,0.484853158,0.178398968,0.290154677,1.397496744,-0.015018193,-1.013341427,0.109634992,0.060617355,4,BBB,Trung bình
BCE,XD và GT Bình Dương,Xây dựng và Vật liệu,2024,0.072925741,0.134506699,0.350229747,0.844433764,0.457828186,0.086569846,1.795168938,0.26265229,0.542171814,0.542171814,0.356151827,0.600037369,13.58846188,0.293739905,65.81276432,1.072277993,0.038018697,4,BBB,Trung bình
BCF,Thực phẩm Bích Chi,Thực phẩm và đồ uống,2021,0.132321466,0.17771907,0.236915038,0.343085708,0.255445878,0.148329726,3.119765507,0.538581099,0.744554122,0.744554122,1.258573626,7.37373442,72.22839004,0.126246598,-0.421409254,-0.135137414,0.032503714,3,AAA,Tốt
BCF,Thực phẩm Bích Chi,Thực phẩm và đồ uống,2022,0.16595773,0.310506734,0.27543715,0.333480802,0.250082942,0.198349219,3.181196987,0.746964677,0.749917058,0.749917058,1.543671843,9.152208326,118.5498711,0.116635551,1.010583339,0.363848781,0.11196179,3,AAA,Tốt
BCF,Thực phẩm Bích Chi,Thực phẩm và đồ uống,2023,0.131883411,0.179559233,0.234606763,0.361499767,0.265515849,0.170000207,2.716816133,0.622441377,0.734484151,0.734484151,1.234623741,9.016895096,47.7383814,0.134575146,-0.413014497,-0.14831428,0.064877679,3,AAA,Tốt
BCF,Thực phẩm Bích Chi,Thực phẩm và đồ uống,2024,0.164324495,0.267670259,0.262945002,0.628912715,0.386093564,0.198349219,1.628137801,0.37850115,0.613906436,0.613906436,1.17159195,7.020004427,74.60347125,0.226576144,0.683100199,0.281857039,0.350821105,3,AAA,Tốt
BCH,Dược Bảo Châu,Y tế,2021,0.0515221,0.088133212,0.140069337,0.710590439,0.41540653,0.07240418,1.164201587,0.019644584,0.58459347,0.58459347,0.601386368,3.129113506,4.037973627,0.092648733,-0.06256955,0.347542308,0.193978261,4,BBB,Trung bình
BCH,Dược Bảo Châu,Y tế,2022,0.035675918,0.055301658,0.153902689,0.550111698,0.354885199,0.057240288,1.264106883,0.012102695,0.645114801,0.645114801,0.569609412,2.655239295,2.675244283,-0.542425817,-0.273075599,-0.005668434,0.049802612,2,AA,Khá
BCM,Becamex IDC,Bất động sản,2021,0.030717296,0.087704495,0.461576987,1.855215343,0.64976372,0.06191821,1.578048488,0.161596777,0.35023628,0.35023628,0.142623482,1.412627457,3.943106701,0.049080347,-0.312132118,0.07333562,0.009634022,4,BBB,Trung bình
BCM,Becamex IDC,Bất động sản,2022,0.035501229,0.095532298,0.420502697,1.690957482,0.628385061,0.054931098,1.494038189,0.057433302,0.371614939,0.371614939,0.134736704,1.224130208,3.016624693,0.07744666,0.140090795,-0.06809011,-0.013541012,4,BBB,Trung bình
BCM,Becamex IDC,Bất động sản,2023,0.04267917,0.117090358,0.538889639,1.743501327,0.635502272,0.06947262,1.23668986,0.0579302,0.364497728,0.364497728,0.14754756,1.122237069,4.095980529,-0.39969731,0.330009649,0.211513703,0.106323709,4,BBB,Trung bình
BCM,Becamex IDC,Bất động sản,2024,0.039296055,0.112779893,0.562291079,1.870005454,0.651568606,0.063998858,1.48386289,0.103023107,0.348431394,0.348431394,0.088386368,0.6440623,2.907385332,-0.149631134,0.012996573,-0.340935018,0.10020846,4,BBB,Trung bình
BDB,Sách Bình Định,Truyền thông,2021,0.064157025,0.111643008,0.117279114,0.740152512,0.425337726,0.085217408,1.953635625,0.028276461,0.574662274,0.574662274,2.671617661,18.97065958,7.47099838,-0.052526295,0.152654727,0.056260369,0.37693061,0,A,Trung bình
BDB,Sách Bình Định,Truyền thông,2022,0.065330318,0.098740026,0.10002171,0.511396689,0.338360335,0.088424899,2.344957495,0.105717856,0.661639665,0.661639665,2.937753029,18.97065958,4.934784749,-0.053370109,-0.113545544,0.142101213,-0.129465735,0,A,Trung bình
BDB,Sách Bình Định,Truyền thông,2023,0.04796597,0.068618678,0.100984428,0.43057002,0.300977942,0.075413262,2.586735288,0.119221858,0.699022058,0.699022058,2.937753029,18.97065958,3.74641065,0.01225997,-0.323848224,-0.138605747,-0.079071875,0,A,Trung bình
BDB,Sách Bình Định,Truyền thông,2024,0.026907648,0.051109681,0.088469901,0.899448134,0.473531295,0.035726661,1.780358174,0.053060595,0.526468705,0.526468705,2.701470469,18.97065958,5.978042411,0.015872728,-0.270648716,0.071334789,0.300152351,0,A,Trung bình
BED,Sách Đà Nẵng,Truyền thông,2024,0.138072325,0.172102375,0.26572651,0.246465391,0.197731435,0.139989899,3.475499599,0.395178632,0.802268565,0.802268565,1.465364182,18.3746751,358.3219749,0.075487262,-0.075819584,-0.035622586,0.01045129,3,AAA,Tốt
BFC,Phân bón Bình Điền,Hóa chất,2021,0.076998019,0.217887585,0.116872947,1.829781714,0.646615852,0.110829026,1.247314427,0.09992928,0.353384148,0.353384148,2.008986932,18.97065958,7.308457635,-0.033566503,0.788339689,0.428984024,0.2608651,0,A,Trung bình
BFC,Phân bón Bình Điền,Hóa chất,2022,0.043084607,0.136716083,0.102301293,2.173200208,0.684860729,0.077631105,1.195997708,0.185585618,0.315139271,0.315139271,2.000980455,15.15801819,3.400566464,-0.014341327,-0.37736285,0.108302164,0.112736788,0,A,Trung bình
BFC,Phân bón Bình Điền,Hóa chất,2023,0.039025052,0.104854751,0.105733049,1.686857421,0.627817988,0.091691516,1.270477974,0.281131476,0.372182012,0.372182012,2.486015714,15.30809061,2.696053857,0.096352248,-0.270354386,0.00081001,-0.194453496,0,A,Trung bình
BFC,Phân bón Bình Điền,Hóa chất,2024,0.130587744,0.281660162,0.148914066,1.156865208,0.536364166,0.179476156,1.498266718,0.359796468,0.463635834,0.463635834,2.854817736,18.97065958,10.36551536,0.09844113,2.175200094,0.089649156,-0.051118083,0,A,Trung bình
BHN,HABECO,Thực phẩm và đồ uống,2021,0.045737188,0.067048807,0.24404587,0.465958203,0.317852311,0.056176988,2.062660978,0.343515205,0.682147689,0.682147689,0.980643969,18.38086363,30.44991251,0.104149421,-0.50926681,-0.067366215,-0.077608887,0,A,Trung bình
BHN,HABECO,Thực phẩm và đồ uống,2022,0.069508745,0.094775315,0.275394326,0.363502021,0.266594413,0.085810998,2.667742481,0.281967491,0.733405587,0.733405587,1.161086075,18.97065958,71.01145325,0.123619061,0.550929361,0.208300867,0.020521202,3,AAA,Tốt
BHN,HABECO,Thực phẩm và đồ uống,2023,0.0496064,0.066826985,0.246901799,0.347144425,0.257689093,0.062879071,2.975001501,0.674590325,0.742310907,0.742310907,1.08452771,18.11677484,78.3480466,0.062198216,-0.294537386,-0.076680562,-0.01150212,3,AAA,Tốt
BHN,HABECO,Thực phẩm và đồ uống,2024,0.055480073,0.076322983,0.265903311,0.375682819,0.273088254,0.068051105,2.875694966,0.565113294,0.726911746,0.726911746,1.132029197,18.97065958,167.8207454,0.113958395,0.135765202,0.060000869,0.015521789,3,AAA,Tốt
BKC,Khoáng sản Bắc Kạn,Tài nguyên Cơ bản,2021,0.010721421,0.033198259,0.080493378,2.096442022,0.677048692,0.035905675,1.15510039,0.048213451,0.322951308,0.322951308,0.894738945,1.970292488,1.105791702,0.059974977,-1.196658277,0.76050437,0.087443172,1,B,Yếu
BKC,Khoáng sản Bắc Kạn,Tài nguyên Cơ bản,2022,0.007709345,0.016683094,0.076379415,1.164009408,0.5378948,0.029874909,1.325691539,0.018350828,0.4621052,0.4621052,0.624083776,2.779032068,0.857157161,0.271385708,-0.344593015,-0.364241001,-0.088522475,4,BBB,Trung bình
BKC,Khoáng sản Bắc Kạn,Tài nguyên Cơ bản,2023,0.013920423,0.028018715,0.069041554,1.01277754,0.503174106,0.042651057,1.71819587,0.176920185,0.496825894,0.496825894,1.194033675,5.496734578,1.376343918,0.073011616,0.727880506,0.830848518,-0.043073173,4,BBB,Trung bình
BKC,Khoáng sản Bắc Kạn,Tài nguyên Cơ bản,2024,0.12577721,0.227502459,0.168765323,0.808773292,0.447139117,0.17154972,1.769854645,0.824306677,0.552860883,0.552860883,1.323952646,14.20217784,8.587333477,0.38982229,9.510921196,0.289873528,0.163298728,3,AAA,Tốt
BKG,Đầu tư BKG Việt Nam,Hàng cá nhân & Gia dụng,2021,0.050660382,0.05853446,0.107271222,0.155428732,0.134520398,0.069879323,4.0756483,0.665544844,0.865479602,0.865479602,0.791518842,1.75252895,8.282553724,0.099885486,0.164690365,0.015129106,0.027891885,2,AA,Khá
BKG,Đầu tư BKG Việt Nam,Hàng cá nhân & Gia dụng,2022,0.028497218,0.030226878,0.108970215,0.060695721,0.057222556,0.037314651,4.0756483,0.572583723,0.942777444,0.942777444,0.41651015,0.581660872,14.73817056,-0.468119998,0.122190121,0.049776284,0.994951883,2,AA,Khá
BKG,Đầu tư BKG Việt Nam,Hàng cá nhân & Gia dụng,2023,0.011765498,0.01221293,0.130555528,0.038029169,0.036635935,0.017285499,4.0756483,0.824306677,0.963364065,0.963364065,0.203318189,0.400810255,9.518585935,1.03476573,-0.591109669,-0.51655215,-0.009626547,2,AA,Khá
BKG,Đầu tư BKG Việt Nam,Hàng cá nhân & Gia dụng,2024,0.019081876,0.020233649,0.098378989,0.060359506,0.056923624,0.026339968,4.0756483,0.824306677,0.943076376,0.943076376,0.362320278,1.042238557,16.0998129,-0.162141078,0.413293566,0.552880526,-0.128591816,2,AA,Khá
BLF,Thủy sản Bạc Liêu,Thực phẩm và đồ uống,2021,-0.021392552,-0.073042919,0.219930454,2.41440891,0.707123538,-0.002537536,1.181172873,0.049882765,0.292876462,0.292876462,0.814788449,3.939245713,-0.10567728,0.00763836,-3.936057079,-0.20945813,-0.027581995,1,B,Yếu
BLF,Thủy sản Bạc Liêu,Thực phẩm và đồ uống,2022,-0.067898498,-0.146909135,0.106988585,3.870466216,0.802952054,-0.064241301,1.058413983,0.020077327,0.197047946,0.197047946,1.137363348,5.003308038,-3.002443047,-0.02389267,2.508519949,0.543052627,0.105417594,1,B,Yếu
BMP,Nhựa Bình Minh,Xây dựng và Vật liệu,2021,0.075537432,0.093472499,0.154613771,0.237432837,0.191875332,0.095788891,3.841697286,0.330859905,0.808124668,0.808124668,1.604201166,12.31509375,6869.120527,-0.006740756,-0.589776623,-0.028359779,-0.061111512,3,AAA,Tốt
BMP,Nhựa Bình Minh,Xây dựng và Vật liệu,2022,0.16595773,0.264854782,0.276784609,0.161549759,0.139081221,0.198349219,4.0756483,0.824306677,0.860918779,0.860918779,1.90763257,18.97065958,31478.02923,0.137584924,2.238544041,0.275786272,0.072857456,3,AAA,Tốt
BMP,Nhựa Bình Minh,Xây dựng và Vật liệu,2023,0.16595773,0.310506734,0.410398756,0.210159444,0.173662607,0.198349219,4.0756483,0.824306677,0.826337393,0.826337393,1.584326544,18.97065958,33717.99853,0.310809374,0.49942844,-0.112142112,0.069038849,3,AAA,Tốt
BMP,Nhựa Bình Minh,Xây dựng và Vật liệu,2024,0.16595773,0.310506734,0.430841706,0.18462321,0.155849732,0.198349219,4.0756483,0.824306677,0.844150268,0.844150268,1.442176504,18.97065958,58905.58592,0.192650268,-0.048265416,-0.104965553,-0.016745295,3,AAA,Tốt
BNA,Đầu tư SX Bảo Ngọc,Thực phẩm và đồ uống,2021,0.114045121,0.17691183,0.154284882,0.551244177,0.355356162,0.158663126,2.109985131,0.285107149,0.644643838,0.644643838,1.734234982,7.222781163,10.87578943,-0.152441693,1.03454018,0.67773678,0.834877288,3,AAA,Tốt
BNA,Đầu tư SX Bảo Ngọc,Thực phẩm và đồ uống,2022,0.078484173,0.160152283,0.161029884,1.040567884,0.509940342,0.1214934,1.637414992,0.021344902,0.490059658,0.490059658,1.153339411,3.716557388,6.019985829,-0.188759939,0.048821127,0.013550146,0.524038893,4,BBB,Trung bình
BNA,Tập đoàn Đầu tư Bảo Ngọc,Thực phẩm và đồ uống,2023,0.042840948,0.095121048,0.113720028,1.220330132,0.549616525,0.091493496,1.630665922,0.120271961,0.450383475,0.450383475,1.339958691,3.496255044,2.914548598,-0.034971995,-0.336825863,0.411512966,0.21492815,4,BBB,Trung bình
BNA,Tập đoàn Đầu tư Bảo Ngọc,Thực phẩm và đồ uống,2024,0.033106847,0.099919207,0.104247784,2.018082868,0.668663836,0.067328535,1.309836337,0.083297528,0.331336164,0.331336164,1.062864269,2.638373444,2.854434251,-0.064525727,0.173820278,0.20483968,0.518947855,1,B,Yếu
