MÃ,TÊN CÔNG TY,NGÀNH,NĂM,ROA,ROE,LỢI NHUẬN BIÊN,NỢ / VỐN CHỦ SỞ HỮU,NỢ / TỔNG TÀI SẢN,EBIT/TỔNG TÀI SẢN,CURRENT RATIO,CASH RATIO,EQUITY / TỔNG TÀI SẢN,TỶ LỆ VỐN CHỦ SỞ HỮU,VÒNG QUAY TỔNG TÀI SẢN,VÒNG QUAY PHẢI THU,KHẢ NĂNG THANH TOÁN LÃI VAY,DÒNG TIỀN / DOANH THU,TĂNG TRƯỞNG LNST,TĂNG TRƯỞNG DOANH THU,TĂNG TRƯỞNG TÀI SẢN,cluster_kmeans,Credit_Rating,financial_health
DIH,PT Xây dựng Hội An,Xây dựng và Vật liệu,2023,0.018148475,0.13307108,0.181818191,3.870466216,0.863618188,0.027618897,2.055226099,0.028362247,0.136381812,0.136381812,0.374880858,2.099952807,7.07868807,1.157415366,1.330776944,0.655028247,-0.156409276,1,B,Yếu
DIH,PT Xây dựng Hội An,Xây dựng và Vật liệu,2024,0.02180142,0.113002457,0.179318956,3.870466216,0.807071271,0.03278382,1.652924583,0.009813576,0.192928729,0.192928729,0.356923124,1.971063125,6.935795764,-0.00845823,-0.036684977,-0.236506926,-0.198093597,1,B,Yếu
DL1,Tập đoàn Alpha 7,Hàng & Dịch vụ Công nghiệp,2021,0.022587647,0.039438638,0.059457292,0.746026852,0.427271122,0.031477635,1.454335493,0.406833254,0.572728878,0.572728878,0.050079263,0.207433035,4.692643294,-4.410141472,0.282076548,-0.466125518,0.511483751,2,AA,Khá
DL1,Tập đoàn Alpha 7,Hàng & Dịch vụ Công nghiệp,2022,0.022772135,0.050394782,0.447139903,1.213002065,0.548125139,0.065203387,1.195320228,0.025900592,0.451874861,0.451874861,0.095105433,0.767715592,1.564031815,0.598869642,0.472407668,1.773592861,0.460478982,4,BBB,Trung bình
DL1,Tập đoàn Alpha 7,Hàng & Dịch vụ Công nghiệp,2023,0.029074415,0.050495639,0.490310189,0.736772318,0.424219289,0.07248889,2.010089285,0.012421383,0.575780711,0.575780711,0.115883421,0.503108113,1.668329414,-0.134890813,0.055288836,0.007117367,-0.173459563,4,BBB,Trung bình
DL1,Tập đoàn Alpha 7,Hàng & Dịch vụ Công nghiệp,2024,0.012732773,0.023865843,0.351640319,0.874363295,0.466485498,0.043077284,2.185760778,0.311177868,0.533514502,0.533514502,0.210564707,0.830923183,1.557321285,0.144904172,-0.530464685,0.948141584,0.072151715,4,BBB,Trung bình
DLG,Đức Long Gia Lai,Tài nguyên Cơ bản,2021,0.001667895,0.005085572,0.186992593,2.049095374,0.672033873,0.058027096,0.853572159,0.044850882,0.327966127,0.327966127,0.218439256,0.862531349,1.037194768,0.16315053,-1.012683251,-0.240870867,-0.140964712,1,B,Yếu
DLG,Đức Long Gia Lai,Tài nguyên Cơ bản,2022,-0.083585052,-0.146909135,0.242808806,3.870466216,0.802378588,-0.072741329,0.635530322,0.045516119,0.197621412,0.197621412,0.240183387,1.091741763,-2.215614291,0.137815149,-102.5193132,-0.127275549,-0.206284492,1,B,Yếu
DLG,Đức Long Gia Lai,Tài nguyên Cơ bản,2023,-0.083585052,-0.146909135,0.198559797,3.870466216,0.895581917,-0.040630467,0.408608007,0.070282482,0.104418083,0.104418083,0.22215866,1.587194169,-0.580614259,0.203999515,-0.516579333,-0.167328817,-0.099770473,1,B,Yếu
DLG,Đức Long Gia Lai,Tài nguyên Cơ bản,2024,0.057536038,0.310506734,0.289570289,3.870466216,0.825660048,0.054770321,0.869731679,0.045414926,0.174339952,0.174339952,0.237311882,0.6407601,0.866197387,0.031970236,-1.432323236,-0.080504901,-0.13921799,1,B,Yếu
DNC,Điện nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",2021,0.16595773,0.310506734,0.081637991,0.363983461,0.266853281,0.198349219,2.209926864,0.824306677,0.733146719,0.733146719,2.937753029,18.37559403,40.72631619,0.058854173,0.290066886,0.432032805,0.171464339,3,AAA,Tốt
DNC,Điện nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",2022,0.16595773,0.30718361,0.087023179,0.287735984,0.223443305,0.198349219,2.267464556,0.351839203,0.776556695,0.776556695,2.937753029,18.97065958,47.25583274,-0.003857502,0.109247458,0.160395406,0.074835343,3,AAA,Tốt
DNC,Điện nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",2023,0.16595773,0.310506734,0.084579172,0.531059189,0.346857386,0.198349219,1.644623446,0.270653846,0.653142614,0.653142614,2.937753029,14.8858182,67.5650982,0.047801818,0.280854568,0.218327108,0.419215778,3,AAA,Tốt
DNC,Điện nước Hải Phòng,"Điện, nước & xăng dầu khí đốt",2024,0.16595773,0.310506734,0.082202592,0.52150999,0.342758177,0.198349219,1.648691323,0.299998043,0.657241823,0.657241823,2.937753029,14.29583022,105.0991403,0.075679858,0.125131226,0.168135586,0.166767098,3,AAA,Tốt
DNP,Nhựa Đồng Nai,Xây dựng và Vật liệu,2021,0.001620099,0.005808274,0.158317363,2.585135902,0.721070546,0.037198782,1.299986435,0.123164862,0.278929454,0.278929454,0.444260436,2.331628723,0.999600596,0.025373448,-0.160198474,0.896648041,0.442700111,1,B,Yếu
DNP,Nhựa Đồng Nai,Xây dựng và Vật liệu,2022,0.00573858,0.020796867,0.167045253,2.624044032,0.724065163,0.046975359,1.230834083,0.149118341,0.275934837,0.275934837,0.465419435,1.850553367,1.253658533,-0.040755769,3.170022309,0.233338384,0.177268088,1,B,Yếu
DNP,Nhựa Đồng Nai,Xây dựng và Vật liệu,2023,0.007957741,0.027462621,0.174414958,2.45105734,0.710233734,0.05293476,1.362122063,0.160764509,0.289766266,0.289766266,0.471451849,1.399615389,1.292716571,0.067862488,0.34877889,-0.014745946,-0.027352663,1,B,Yếu
DNP,Nhựa Đồng Nai,Xây dựng và Vật liệu,2024,0.010909639,0.031631949,0.169056508,1.899449665,0.655106963,0.054953285,1.488751053,0.377865096,0.344893037,0.344893037,0.504046603,2.002777183,1.76807829,0.071874349,0.505448427,0.174028578,0.098108669,1,B,Yếu
DP3,Dược Phẩm TW3,Y tế,2021,0.16595773,0.254683906,0.562291079,0.216294832,0.177830922,0.198349219,3.214962598,0.312992827,0.822169078,0.822169078,0.858683622,15.22435375,260.1592927,0.230230415,-0.185282934,-0.037007083,0.005512419,3,AAA,Tốt
DP3,Dược Phẩm TW3,Y tế,2022,0.16595773,0.260688059,0.562291079,0.216596036,0.178034475,0.198349219,3.43057588,0.233425201,0.821965525,0.821965525,0.955102753,14.38570214,186.9952911,0.220555726,0.171071488,0.272882231,0.14438276,3,AAA,Tốt
DP3,Dược Phẩm TW3,Y tế,2023,0.16595773,0.267387055,0.562291079,0.218058646,0.179021467,0.198349219,3.792784661,0.053122597,0.820978533,0.820978533,0.71803683,16.74871136,99.24852768,0.363140919,0.151061609,-0.155309215,0.123572581,3,AAA,Tốt
DP3,Dược Phẩm TW3,Y tế,2024,0.16595773,0.233524931,0.562291079,0.171322649,0.146264267,0.198349219,4.0756483,0.15418456,0.853735733,0.853735733,0.686905949,8.843220926,941.2151599,0.241517798,-0.032665513,0.018926119,0.065104301,3,AAA,Tốt
DPC,Nhựa Đà Nẵng,Hàng & Dịch vụ Công nghiệp,2021,0.070961455,0.100634794,0.379886948,0.418161368,0.294861627,0.083838093,1.685053822,0.231980888,0.705138373,0.705138373,0.657395732,6.083035667,74.16410685,0.253101733,-0.36266328,-0.270156177,0.162011542,3,AAA,Tốt
DPC,Nhựa Đà Nẵng,Hàng & Dịch vụ Công nghiệp,2022,-0.083585052,-0.146909135,0.512864757,1.444337209,0.590891144,-0.072741329,0.839209568,0.154846184,0.409108856,0.409108856,0.261161579,11.35751836,-7.118845478,-0.665654681,-3.993530689,-0.554352327,0.121783992,1,B,Yếu
DPG,Tập đoàn Đạt Phương,Xây dựng và Vật liệu,2021,0.075474268,0.252057078,0.343784953,2.339642582,0.70056676,0.11257734,1.080743396,0.430088362,0.29943324,0.29943324,0.42775556,4.026887853,4.03394192,0.288131998,0.903515175,0.201630095,0.234478232,4,BBB,Trung bình
DPG,Tập đoàn Đạt Phương,Xây dựng và Vật liệu,2022,0.084592599,0.235322728,0.277456375,1.78183588,0.640525163,0.124782369,1.48399997,0.527861033,0.359474837,0.359474837,0.540720827,4.418597616,4.23059979,0.100176385,0.156272443,0.304079738,0.031636532,4,BBB,Trung bình
DPG,Tập đoàn Đạt Phương,Xây dựng và Vật liệu,2023,0.042258584,0.120299089,0.169542776,1.84673734,0.648720665,0.07461879,1.308450067,0.497293182,0.351279335,0.351279335,0.515758261,3.942886735,2.752019174,0.176196628,-0.455652236,0.03936232,0.089667185,4,BBB,Trung bình
DPG,Tập đoàn Đạt Phương,Xây dựng và Vật liệu,2024,0.047321972,0.116106914,0.152381397,1.453551874,0.592427611,0.072723604,1.396135005,0.411299429,0.407572389,0.407572389,0.558239124,3.260644401,4.125580715,-0.089916733,0.072684085,0.036807235,-0.042091689,4,BBB,Trung bình
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,Hóa chất,2021,0.16595773,0.2960393,0.37427545,0.299143353,0.230262005,0.198349219,4.0756483,0.824306677,0.769737995,0.769737995,0.918681224,18.97065958,53.6397711,0.19678115,3.520278431,0.647312549,0.23168164,3,AAA,Tốt
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,Hóa chất,2022,0.16595773,0.310506734,0.420794778,0.262626934,0.208000421,0.198349219,4.0756483,0.695653094,0.791999579,0.791999579,1.052454632,18.97065958,102.6659208,0.266345401,0.760953045,0.456825735,0.271654292,3,AAA,Tốt
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,Hóa chất,2023,0.039808143,0.045890667,0.121727784,0.152795992,0.132543827,0.055650687,4.0756483,0.824306677,0.867456173,0.867456173,1.019529672,18.97065958,14.62666556,0.069631786,-0.905133888,-0.271538373,-0.248013242,2,AA,Khá
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí,Hóa chất,2024,0.036925789,0.054327018,0.14063871,0.471248694,0.320305259,0.047563125,2.607253577,0.198154033,0.679694741,0.679694741,0.816419395,18.97065958,16.43584482,0.068984161,0.152126827,-0.005383027,0.242059562,2,AA,Khá
DPR,Cao su Đồng Phú,Hóa chất,2021,0.117192491,0.172313025,0.353628013,0.470341865,0.319886059,0.088614447,3.477184784,0.824306677,0.680113941,0.680113941,0.30175925,18.97065958,71.66904706,0.581101676,1.232422658,0.069658229,0.068103658,3,AAA,Tốt
DPR,Cao su Đồng Phú,Hóa chất,2022,0.069915993,0.097346036,0.303615572,0.392328582,0.281778732,0.074935701,4.0756483,0.824306677,0.718221268,0.718221268,0.290701665,15.02451391,326.2202977,0.233628311,-0.383825244,-0.005020617,0.03282598,3,AAA,Tốt
DQC,Tập đoàn Điện Quang,Hàng cá nhân & Gia dụng,2021,0.016139167,0.02409774,0.303343497,0.493121632,0.330262198,0.020376662,2.210484103,0.136529519,0.669737802,0.669737802,0.520391354,1.930693222,7.030931408,-0.049036107,0.246104143,-0.219512404,0.000357542,2,AA,Khá
DQC,Tập đoàn Điện Quang,Hàng cá nhân & Gia dụng,2022,0.010002569,0.015905097,0.324305587,0.590101172,0.371109199,0.01592822,1.949881642,0.03923307,0.628890801,0.628890801,0.666387988,2.229569548,2.428893492,-0.081681045,-0.347295878,0.348599567,0.053139565,2,AA,Khá
DQC,Tập đoàn Điện Quang,Hàng cá nhân & Gia dụng,2023,-0.023139141,-0.037104573,0.324872146,0.603541541,0.376380359,-0.011790914,1.870269227,0.042313238,0.623619641,0.623619641,0.594863524,1.608900716,-0.869565336,-0.031532491,-3.249409786,-0.131993278,-0.027626962,2,AA,Khá
DQC,Tập đoàn Điện Quang,Hàng cá nhân & Gia dụng,2024,-0.07618526,-0.127835369,0.232141364,0.677954103,0.404036143,-0.072194411,1.732406144,0.078574347,0.595963857,0.595963857,0.614059838,1.829168379,-16.43298502,0.178507206,2.041999523,-0.046262694,-0.07607777,2,AA,Khá
DRC,Cao su Đà Nẵng,Ô tô và phụ tùng,2021,0.092740298,0.163945711,0.170595433,0.767793657,0.43432312,0.119375502,1.554563447,0.065898263,0.56567688,0.56567688,1.396555396,18.97065958,40.53754096,-0.015484189,0.134644008,0.200973191,0.290134838,0,A,Trung bình
DRC,Cao su Đà Nẵng,Ô tô và phụ tùng,2022,0.089877929,0.160849639,0.165504585,0.789645584,0.441230147,0.118230937,1.63074994,0.10306087,0.558769853,0.558769853,1.433258082,18.97065958,21.52436339,0.005793219,0.056240679,0.118522052,0.089879085,0,A,Trung bình
DRC,Cao su Đà Nẵng,Ô tô và phụ tùng,2023,0.072786614,0.133054669,0.144299951,0.828010146,0.452957084,0.09693657,1.51967515,0.212673928,0.547042916,0.547042916,1.328228979,9.837236365,15.54712926,0.130175913,-0.198090103,-0.082352961,-0.009790438,0,A,Trung bình
DRC,Cao su Đà Nẵng,Ô tô và phụ tùng,2024,0.055212922,0.120953471,0.156099898,1.190673237,0.543519324,0.07435317,1.306817372,0.103385463,0.456480676,0.456480676,1.113608703,6.705307328,14.6050119,-0.023458674,-0.059450934,0.039565613,0.239915932,0,A,Trung bình
DRH,DRH Holdings,Bất động sản,2021,0.004860775,0.015424833,0.49484148,2.173327816,0.684873402,0.032119026,0.938870186,0.026426749,0.315126598,0.315126598,0.027512775,0.097753229,1.762521327,-0.034623517,-0.739981594,-0.037889944,0.089271759,1,B,Yếu
DRH,DRH Holdings,Bất động sản,2022,0.000179635,0.000427892,0.562291079,1.38200421,0.580185461,0.022755185,1.11674746,0.071615612,0.419814539,0.419814539,0.015656423,0.048413881,1.120542746,-3.937647214,-0.94781203,-0.196396053,0.412160003,4,BBB,Trung bình
DRH,DRH Holdings,Bất động sản,2023,-0.026208808,-0.068740034,0.212402508,1.622783674,0.618725704,0.003139741,1.148227533,0.042657794,0.381274296,0.381274296,0.002221377,0.005797323,0.114503766,-13.67944993,-151.1901704,-0.853945157,0.029404996,1,B,Yếu
DRH,DRH Holdings,Bất động sản,2024,-0.050635931,-0.146909135,-0.210055647,1.968247197,0.663100836,-0.014953427,1.089548331,0.006214233,0.336899164,0.336899164,0.000682604,0.001742873,-0.460697636,-15.74163029,0.90093266,-0.697655884,-0.01609037,1,B,Yếu
DS3,Quản lý Đường sông số 3,Hàng & Dịch vụ Công nghiệp,2021,0.049924423,0.066086059,0.355990468,0.323722046,0.244554397,0.049873095,2.813053605,0.202389534,0.755445603,0.755445603,0.27585499,0.744297486,11.78261497,0.388371324,0.166003095,-0.214483826,-0.064985444,2,AA,Khá
DS3,Quản lý Đường sông số 3,Hàng & Dịch vụ Công nghiệp,2022,-0.083585052,-0.146909135,-0.210055647,0.32279065,0.244022476,-0.072741329,1.910684258,0.117535381,0.755977524,0.755977524,0.035270676,0.213031511,-168.254926,-1.497841744,-5.716902063,-0.912442636,-0.315206322,2,AA,Khá
DS3,Quản lý Đường sông số 3,Hàng & Dịch vụ Công nghiệp,2023,0.020744451,0.034202156,-0.002183815,0.648737612,0.393475352,0.02329805,1.157428446,0.15063081,0.606524648,0.606524648,0.217392069,0.782510294,2.763140295,-0.630518725,-1.077851317,6.954339344,0.290548105,5,BB,Yếu
DS3,Quản lý Đường sông số 3,Hàng & Dịch vụ Công nghiệp,2024,0.062119333,0.105828512,0.296611946,0.703632454,0.413018931,0.071928674,2.336387599,0.247290739,0.586981069,0.586981069,0.325192284,1.31501942,6.754104443,0.305657118,2.460416638,0.728622171,0.15558938,4,BBB,Trung bình
DSN,Công viên nước Đầm Sen,Du lịch và Giải trí,2021,0.120787413,0.13250625,-0.062658126,0.097020353,0.088439884,0.143304281,4.0756483,0.824306677,0.911560116,0.911560116,0.125763273,6.03772177,89.13083335,0.574093167,-0.405869778,-0.700446286,-0.104863947,3,AAA,Tốt
DST,Đầu tư Sao Thăng Long,Truyền thông,2021,0.120336943,0.124840248,0.036130015,0.037422473,0.036072549,0.146572723,4.0756483,0.289229715,0.963927451,0.963927451,0.102983866,1.919341735,230.5429759,0.000675723,11.04260012,0.180640989,0.114953045,3,AAA,Tốt
DST,Đầu tư Sao Thăng Long,Truyền thông,2023,0.003654589,0.003887725,0.048069221,0.063792703,0.059967231,0.006500737,2.228636256,0.038367438,0.940032769,0.940032769,0.127057118,1.087488731,12.80508872,-0.543503433,-0.951660355,0.077026061,0.022917024,2,AA,Khá
DST,Đầu tư Sao Thăng Long,Truyền thông,2024,0.005523295,0.005545196,0.024366681,0.00396526,0.003949599,-0.004921411,4.0756483,0.824306677,0.996050401,0.996050401,0.132279843,1.666801505,-3.901832037,0.750329848,0.434251649,-0.011992382,-0.051001287,2,AA,Khá
DTA,BĐS Đệ Tam,Bất động sản,2021,0.014903747,0.051398801,0.212428013,2.44871663,0.710037064,0.018980008,0.903661027,0.161435777,0.289962936,0.289962936,0.162726716,1.843015941,2.611250534,0.093588871,-3.613957664,1.522502183,0.250123975,1,B,Yếu
DTA,BĐS Đệ Tam,Bất động sản,2022,0.010767179,0.039972917,0.14143517,2.712478167,0.730638147,0.011069915,0.63527645,0.02540971,0.269361853,0.269361853,0.172777166,3.03541383,1.819030209,-0.330586163,-0.190958223,0.189027734,0.119861973,1,B,Yếu
DTA,BĐS Đệ Tam,Bất động sản,2023,0.001879999,0.006568804,0.218226925,2.494046781,0.713798909,0.01323333,0.455740735,0.018475895,0.286201091,0.286201091,0.14097496,2.54121162,1.074086256,0.219685444,-0.834747336,-0.227766866,-0.053560634,1,B,Yếu
DTA,BĐS Đệ Tam,Bất động sản,2024,0.002802845,0.00868828,0.155314507,2.099807753,0.677399349,0.014142605,0.687019832,0.006975462,0.322600651,0.322600651,0.222271378,4.017510225,1.010261771,-0.267912339,0.334031065,0.410801908,-0.105203084,1,B,Yếu
DTC,Viglacera Đông Triều,Xây dựng và Vật liệu,2021,0.01108071,0.034240865,0.114651488,2.090132846,0.676389317,0.066326056,1.211277282,0.101864778,0.323610683,0.323610683,0.843691075,18.97065958,1.324956272,0.096413262,-0.785244893,-0.178022669,-0.11682781,1,B,Yếu
DTC,Viglacera Đông Triều,Xây dựng và Vật liệu,2022,-0.02403204,-0.083822953,0.080388983,2.487966565,0.713300004,0.025467805,1.104541487,0.011339649,0.286699996,0.286699996,0.720533385,18.97065958,0.502937839,-0.103883791,-3.185131093,-0.139551093,0.007521758,1,B,Yếu
DTC,Viglacera Đông Triều,Xây dựng và Vật liệu,2023,-0.083585052,-0.146909135,-0.083712675,3.870466216,0.808124187,-0.072741329,0.82647791,0.010017222,0.191875813,0.191875813,0.692181324,18.97065958,-1.347994533,0.179267233,4.541561214,-0.231357193,-0.199873235,1,B,Yếu
DTC,Viglacera Đông Triều,Xây dựng và Vật liệu,2024,-0.083585052,-0.146909135,-0.089876344,3.870466216,0.932506128,-0.072741329,0.59072754,0.01113579,0.067493872,0.067493872,0.717513996,18.97065958,-1.487349513,0.211626225,-0.152491197,-0.219571631,-0.247125569,1,B,Yếu
DTD,Đầu tư Phát triển Thành Đạt,Xây dựng và Vật liệu,2021,0.095571664,0.236462803,0.426498994,1.474193631,0.595827914,0.121228191,1.094694246,0.106592029,0.404172086,0.404172086,0.356661873,4.57773815,59.41287523,-0.011251495,0.035515126,-0.06893697,-0.095224858,4,BBB,Trung bình
DTD,Đầu tư Phát triển Thành Đạt,Xây dựng và Vật liệu,2022,0.075859582,0.161925712,0.409153275,1.134545277,0.531516145,0.097412806,1.330306443,0.379880647,0.468483855,0.468483855,0.285858445,5.783925079,50.54810279,0.415357125,-0.1687397,-0.160636488,0.047262964,4,BBB,Trung bình
DTD,Đầu tư Phát triển Thành Đạt,Bất động sản,2023,0.148217694,0.262679399,0.544278951,0.772253981,0.435746789,0.189566379,2.767294223,0.201101803,0.564253211,0.564253211,0.35927564,6.895375352,176.253512,0.473151228,1.097175826,0.34903115,0.07335957,3,AAA,Tốt
DTD,Đầu tư Phát triển Thành Đạt,Bất động sản,2024,0.079390551,0.133163736,0.446284652,0.677324747,0.403812529,0.102192637,3.489003825,0.824306677,0.596187471,0.596187471,0.22330571,3.60215034,40.08609574,0.226399261,-0.457085584,-0.370008535,0.013590681,3,AAA,Tốt
DTG,Dược phẩm Tipharco,Y tế,2021,0.003917911,0.007831284,0.184543144,0.99884178,0.499710277,0.032442896,1.149952858,0.155688457,0.500289723,0.500289723,0.86460412,6.498145778,1.277557468,0.042754681,-0.808324879,-0.169976147,-0.091845133,4,BBB,Trung bình
DTG,Dược phẩm Tipharco,Y tế,2022,0.069050964,0.133939658,0.233007451,0.939721766,0.484462144,0.096705341,1.305628711,0.147339074,0.515537856,0.515537856,1.13006402,18.97065958,5.2415913,0.046828197,18.7213354,0.462536965,0.118976858,0,A,Trung bình
DTG,Dược phẩm Tipharco,Y tế,2023,0.099941593,0.188365786,0.23526285,0.88475869,0.4694281,0.142088729,1.393098003,0.100771681,0.5305719,0.5305719,1.215265299,6.949614284,6.675072002,-0.018608694,0.687763432,0.254016068,0.166098004,0,A,Trung bình
DTG,Dược phẩm Tipharco,Y tế,2024,0.0686915,0.124355502,0.213906825,0.810347743,0.447619937,0.105140304,1.529554727,0.10904045,0.552380063,0.552380063,1.081055222,3.355916746,5.185970883,0.023809682,-0.244872848,-0.022672458,0.098660108,4,BBB,Trung bình
DTK,Vinacomin Power,"Điện, nước & xăng dầu khí đốt",2021,0.048329245,0.116565362,0.113911775,1.41190115,0.58538931,0.067624646,0.695167218,0.024305713,0.41461069,0.41461069,0.69565388,3.686651517,3.329412384,0.129501229,0.548071208,0.022753075,-0.065140472,4,BBB,Trung bình
DTK,Vinacomin Power,"Điện, nước & xăng dầu khí đốt",2022,0.046712014,0.095886224,0.123608649,1.052710118,0.512839153,0.073542487,0.768299623,0.049193255,0.487160847,0.487160847,0.646033665,3.726533622,3.378517916,0.163822354,-0.141681913,-0.175308306,-0.111965818,4,BBB,Trung bình
DTK,Vinacomin Power,"Điện, nước & xăng dầu khí đốt",2023,0.032731552,0.066245755,0.104368405,1.023911226,0.505907183,0.059695602,0.859750108,0.044025714,0.494092817,0.494092817,0.717051089,2.789179936,2.651048591,0.161822502,-0.306546628,0.098434631,-0.010355384,4,BBB,Trung bình
DTK,Vinacomin Power,"Điện, nước & xăng dầu khí đốt",2024,0.044369371,0.080970893,0.096929972,0.824927673,0.452033078,0.062208141,0.924395971,0.091263904,0.547966922,0.547966922,0.825283909,3.269007455,4.399236475,0.152516502,0.278293159,0.085343135,-0.056995455,4,BBB,Trung bình
DTL,Đại Thiên Lộc,Tài nguyên Cơ bản,2021,0.029739568,0.052735169,0.117310364,0.773232527,0.436058168,0.073392587,1.445737262,0.006856187,0.563941832,0.563941832,0.73157226,8.338624866,3.241125048,0.357531125,1.640754928,-0.303393986,-0.222996474,4,BBB,Trung bình
DTL,Đại Thiên Lộc,Tài nguyên Cơ bản,2022,-0.064447156,-0.146909135,0.023815976,1.598181062,0.615115353,-0.003027721,1.260227795,0.002914499,0.384884647,0.384884647,0.680783105,3.318734888,-0.128000176,-0.478097571,-3.71959622,0.167849461,0.254975724,1,B,Yếu
DTL,Đại Thiên Lộc,Tài nguyên Cơ bản,2023,-0.075325694,-0.146909135,-0.018124881,1.744338383,0.635613448,-0.029630508,1.239673588,0.021057701,0.364386552,0.364386552,0.951172388,5.004091889,-0.619312613,0.121208868,0.02283179,0.222687008,-0.124885596,1,B,Yếu
DTL,Đại Thiên Lộc,Tài nguyên Cơ bản,2024,0.000955115,0.00273867,-0.000989707,1.867372027,0.651248603,-0.014980167,1.197873404,0.003246052,0.348751397,0.348751397,0.924110593,4.597439154,-0.458941758,0.014218849,-1.013283241,0.017785367,0.047590348,1,B,Yếu
DTT,Kỹ nghệ Đô Thành,Hóa chất,2021,0.022772262,0.028550292,0.121386342,0.253731069,0.202380778,0.045821,2.522339963,0.614852322,0.797619222,0.797619222,1.030415265,7.376628021,4.806461687,0.026550046,-0.602325015,-0.004168047,-0.096761324,2,AA,Khá
DTT,Kỹ nghệ Đô Thành,Hóa chất,2022,0.055281729,0.0713066,0.13379129,0.289876434,0.224731941,0.081557729,2.403677722,0.824306677,0.775268059,0.775268059,1.121258465,8.485847087,10.14784607,0.098086582,1.660951623,0.192765264,0.096128658,2,AA,Khá
DTT,Kỹ nghệ Đô Thành,Hóa chất,2023,0.049593716,0.06525893,0.155450166,0.315870944,0.240047054,0.074125035,2.200552883,0.684193136,0.759952946,0.759952946,0.998057387,6.530466331,6.618717709,0.054462075,-0.077398218,-0.084582867,0.028417025,2,AA,Khá
DTT,Kỹ nghệ Đô Thành,Hóa chất,2024,0.063968657,0.086426315,0.170759052,0.351072843,0.259847457,0.094595532,2.104662744,0.794891992,0.740152543,0.740152543,1.086958933,7.977383482,11.49462152,0.108209677,0.365944998,0.153321139,0.058991878,2,AA,Khá
DVG,Tập đoàn Sơn Đại Việt,Xây dựng và Vật liệu,2021,0.028795992,0.041747432,0.091996166,0.449765338,0.310233198,0.040504119,2.10339613,0.129050605,0.689766802,0.689766802,0.664666452,1.534177212,11.36850168,0.303946657,0.798288226,1.647213952,0.310145545,2,AA,Khá
DVG,Tập đoàn Sơn Đại Việt,Xây dựng và Vật liệu,2022,0.006321827,0.006481154,0.069724953,0.025202559,0.024583004,0.009610836,4.0756483,0.273260551,0.975416996,0.975416996,0.414341532,4.501161732,7.729416793,0.196839678,-0.870412645,-0.632034794,-0.409728185,2,AA,Khá
DVM,Dược liệu Việt Nam,Y tế,2021,0.048541785,0.113795616,0.11687112,1.344281679,0.573430101,0.081314886,1.571135003,0.199462115,0.426569899,0.426569899,1.015467269,2.941549284,2.643989209,-0.051383194,1.329574008,0.244689106,0.258374001,4,BBB,Trung bình
DVM,Dược liệu Việt Nam,Y tế,2022,0.040032807,0.083944257,0.140115501,1.09688661,0.523102491,0.077845427,1.271992104,0.195089624,0.476897509,0.476897509,0.867344018,3.091746623,2.494116144,0.056210734,0.085246573,0.123967036,0.315915845,4,BBB,Trung bình
DVM,Dược liệu Việt Nam,Y tế,2023,0.028156939,0.062674744,0.106794602,1.225907611,0.550745056,0.070186449,1.029972831,0.131200343,0.449254944,0.449254944,0.966599159,3.795215606,1.836105062,0.043307821,-0.206796552,0.256811748,0.127756155,4,BBB,Trung bình
DVM,Dược liệu Việt Nam,Y tế,2024,0.030381073,0.067338939,0.089277011,1.216476631,0.548833502,0.065143889,1.084303309,0.098522331,0.451166498,0.451166498,0.965360165,3.170898495,2.282008729,-0.022484915,0.152012798,0.066307802,0.067676357,4,BBB,Trung bình
DXG,Địa ốc Đất Xanh,Bất động sản,2021,0.056454055,0.119198839,0.554820038,1.111430971,0.526387548,0.105828492,1.905074334,0.206512347,0.473612452,0.473612452,0.357095029,0.934550568,6.389517671,0.121411073,-10.16332092,2.490346871,0.212025919,4,BBB,Trung bình
DXG,Địa ốc Đất Xanh,Bất động sản,2022,0.017602076,0.037892031,0.538857308,1.152702418,0.53546761,0.040807305,2.233450232,0.074988078,0.46453239,0.46453239,0.181780805,0.461327161,2.677153267,-0.708312071,-0.665399481,-0.45371147,0.073143658,4,BBB,Trung bình
DXG,Địa ốc Đất Xanh,Bất động sản,2023,0.005219125,0.010590451,0.45918437,1.029162154,0.507185762,0.033838028,2.257765306,0.023763012,0.492814238,0.492814238,0.129395154,0.326092281,1.814888312,-0.228193855,-0.718496981,-0.324198395,-0.050599995,4,BBB,Trung bình
DXG,Địa ốc Đất Xanh,Bất động sản,2024,0.015589325,0.029877162,0.48272458,0.916514093,0.478219334,0.038167611,2.520991366,0.120706724,0.521780666,0.521780666,0.162446623,0.430068543,2.645934251,-0.279259914,2.023327389,0.270715261,0.012174912,4,BBB,Trung bình
